Index_novo,product_id,title_orig,price,retail_price,units_sold,uses_ad_boosts,rating,rating_count,rating_five_count,rating_four_count,rating_three_count,rating_two_count,rating_one_count,tags,product_color,product_variation_inventory,countries_shipped_to,inventory_total,merchant_rating_count,merchant_rating,units_sold_EscalaFix,rating_Base1000Fix,product_color_GroupedColourFix,product_color_GroupedByImpactFix,urgency_textTierFix,badges_countFix,badge_local_productFix,badge_product_qualityFix,badge_fast_shippingFix,uses_ad_boostsFix,shipping_option_nameFix,shipping_option_priceFix,shipping_is_expressFix,product_variation_size_idFix,tagsTypesFix,tagsMaterialFix,has_urgency_bannerFix,origin_countryFix,retail_price_DifFix,retail_price_DIFP_Fix,uses_ad_boosts_Fix
1031,5d42a8479ef2d22e268e050a,Cute Pajama Set Pink Bugs Bunny Cartoon Summer Short Pyjamas Women Polyester Printing Womens Clothings,9,49,100,1,3.72,109,51,14,21,9,14,"pink,Summer,Polyester,Shorts,Set,cute,printingpajama,Cartoons,Women's Fashion,Women S Clothing,pyjama,bunny,Pajamas,Women",pink,50,36,50,267,4.041198502,2. Baixo(100),744,Rosa,3. Médio Impacto,None,0,FALSE,FALSE,FALSE,1,Standard Delivery,2. Barato,2. Normal,07. M,"Pijama, Shorts","Algodão/Poliéster, Algodão/Viscose, Poliéster, Algodão",FALSE,CN,retail_maior,444,TRUE
1032,5d03176da8c15d5e4b5171e4,INCERUN Summer Mens Short Sleeve Shirts Green Blue Yellow Casual Cotton Linen Shirts Henley,15,68,1000,1,3.87,546,257,112,87,30,60,"Blues,Summer,Shorts,Shirt,Sleeve,cottonlinenshirt,Tops,short sleeves,casual shirt,henley,Casual,T Shirts,Green,Yellow,Fashion Men,Men's Shirt,linentop,Cotton",yellow,50,40,50,6775,4.184059041,3. Médio(1000),774,Laranja/Amarelo,3. Médio Impacto,Scarcity,0,FALSE,FALSE,FALSE,1,Standard Delivery,2. Barato,2. Normal,08. G (L),"Camisa, Camiseta, Shorts, Top","Algodão/Poliéster, Algodão",TRUE,CN,retail_maior,353,TRUE
1034,5e4e9219fcc85c44b0757483,3 Color Summer New Women's Fashion Sexy Ripped  Skinny Denim Short Pants Casual Shorts Hot Jeans Plus Size Women Trousers S-3XL,15,13,100,0,4.11,56,29,14,7,2,4,"Summer,Shorts,pants,Short pants,Denim,summer shorts,jean shorts,Women's Fashion,Plus Size,Denim Shorts,women trousers,sexy,Jeans,Women,Fashion,Casual,trousers,hotcasual",lightblue,50,41,50,2166,4.030470914,2. Baixo(100),822,Azul,3. Médio Impacto,None,0,FALSE,FALSE,FALSE,0,Standard Delivery,2. Barato,2. Normal,08. G (L),"Jeans, Calça, Shorts","Algodão/Poliéster, Denim, Poliéster/Elastano, Algodão",FALSE,CN,price_maior,-13,FALSE
1035,5e6a049b22948f5de207447e,lus Size Summer Women's Fashion V-neck Print Sleeveless Tunic Tops Vest Tank Tops S-8XL_Y,11,54,1000,1,3.93,90,42,21,13,7,7,"Summer,Vest,Plus Size,Tank,tunic,Tops,tank top,Print,Women's Fashion,Printing,blousetop,V-neck,sleeveless,Fashion,Casual",red,36,29,50,11401,4.093588282,3. Médio(1000),786,Vermelho,4. Alto Impacto,None,0,FALSE,FALSE,FALSE,1,Standard Delivery,2. Barato,2. Normal,06. P (S),"Blusa, Regata, Top, Túnica","Poliéster/Viscose, Algodão/Poliéster, Poliéster, Algodão, Algodão/Viscose",FALSE,CN,retail_maior,391,TRUE
1036,5ad6b4271e520e4c8fffe172,Women's Boho Floral Chiffon Summer Party Evening Beach Short Mini Dress Sundress,14,84,100,0,3.79,103,47,20,16,7,13,"bobo,Mini,Fashion,chiffon,Summer,Beach,Dress,summer dress,boho,Floral dress,Mini dress,beach dress,Shorts,party,maxi dress,Floral,sleeveless,Women's Fashion,evening party dress",black,50,49,50,29265,4.288399112,2. Baixo(100),758,Preto,4. Alto Impacto,None,0,FALSE,FALSE,FALSE,0,Standard Delivery,2. Barato,2. Normal,06. P (S),"Vestido, Shorts","Algodão/Poliéster, Algodão/Viscose, Poliéster, Poliéster/Viscose, Viscose/Poliéster, Poliéster/Elastano, Algodão",FALSE,CN,retail_maior,500,FALSE
1037,58aae24ddd127b534be35ae8,US Size Without Belt Summer Shorts Women Vintage Club Jeans Denim Shorts Pant(Not included belt),16,56,5000,0,4.01,781,433,132,80,59,77,"Summer,Fashion Accessory,Shorts,skull,pants,Vintage,Denim,Women's Fashion,Hot pants,Hip Hop,Plus Size,Denim Shorts,sexy,Jeans,Fashion,Women Fashion,Women",no_color_specified,50,18,50,12083,4.266738393,4. Alto(10000),802,Não Informado,0. Não Informado,Scarcity,0,FALSE,FALSE,FALSE,0,Standard Delivery,2. Barato,2. Normal,05. P (XS),"Jeans, Calça, Shorts","Denim, Algodão/Poliéster, Poliéster/Elastano, Algodão, Algodão/Denim",TRUE,CN,retail_maior,250,FALSE
1038,5cf0a87f2202a759d6ddb369,NEW Women Casual Off Shoulder Lace Collar Blouse Loose Solid Color T Shirt Plus Size,6,6,20000,1,3.97,2564,1281,538,365,147,233,"blouse,Summer,Plus Size,off the shoulder top,Lace,topsamptshirt,Collar,Women's Fashion,Fashion,Loose,topsampblouse,Women,Casual,Shirt",skyblue,50,35,50,12974,3.965700632,5. Muito Alto(20000),794,Azul,3. Médio Impacto,None,0,FALSE,FALSE,FALSE,1,Standard Delivery,2. Barato,2. Normal,08. G (L),"Blusa, Camisa, Top","Poliéster/Viscose, Algodão/Poliéster, Renda, Algodão",FALSE,CN,iguais,0,TRUE
1039,5ce262d24db1576e365454d1,Sling Jumpsuit Women Printed Jumpsuit Summer Small Fresh Jumpsuit,13,11,1000,0,3.47,487,187,78,82,59,81,"Summer,Plus Size,Loose,floralprinted,Women's Fashion,off shoulder,printed,summerjumpsuit,loosejumpsuit,sleeveless,Women,Women's Jumpsuits,Casual,jumpsuit",prussianblue,50,14,50,3670,3.978746594,3. Médio(1000),694,Azul,3. Médio Impacto,None,0,FALSE,FALSE,FALSE,0,Standard Delivery,2. Barato,2. Normal,06. P (S),"Macacão, Conjunto/Terno","Algodão/Poliéster, Poliéster/Viscose, Poliéster/Elastano, Poliéster, Poliéster/Algodão, Algodão",FALSE,CN,price_maior,-15,FALSE
1040,5d78933775c1735981cf4c25,New Fashion Women Round Neck Summer Polka Dot Printed Sleeveless Dress Ladies Casual Mid-length Plus Size Dress,3.86,4,100,1,3.48,23,9,4,2,5,3,"Summer,Plus Size,Necks,Dress,Polkas,Round neck,Women's Fashion,Fashion,polka dot,Sleeveless dress,Ladies,sleeveless,printed,Casual,Women",green,1,49,50,55670,4.121483743,2. Baixo(100),696,Verde,3. Médio Impacto,Scarcity,0,FALSE,FALSE,FALSE,1,Standard Delivery,2. Barato,2. Normal,06. P (S),Vestido,"Algodão/Poliéster, Poliéster, Algodão/Viscose, Algodão",TRUE,CN,retail_maior,4,TRUE
1041,5bbd48c6cde8402bfd4e18e0,Women Sleeveless Vest Tank Top Shirt Casual Faith Letter Print Loose T-shirt Blouse Cotton Round Neck Graphic Tee,3.74,55,10000,1,4.23,1416,852,267,147,68,82,"Women Vest,Vest,Fashion,tunic top,letter print,tank top,Women's Fashion,sleeveless,Tank,Casual,Shirt,blouse,Cotton,cottontee,Printed Tee,graphic tee,Tops,sleevelessvest,T Shirts,Round neck,Necks,Print,loose t-shirt,Women",grey,50,41,50,37956,4.030377279,4. Alto(10000),846,Cinzento,2. Baixo a Médio Impacto,Scarcity,1,FALSE,TRUE,FALSE,1,Standard Delivery,2. Barato,2. Normal,06. P (S),"Blusa, Camiseta, Camisa, Regata, Top, Túnica, Colete","Poliéster/Viscose, Algodão/Poliéster, Algodão, Poliéster, Algodão/Viscose",TRUE,CN,retail_maior,1371,TRUE
1042,5e9167baf5ad2a474363ebaf,Sexy Women's Summer Casual Sleeveless Evening Party Backless Beachwear Mini Dress,7,9,100,0,3.23,43,14,6,9,4,10,"Mini,womens dresses,Summer,sleevele,Dress,Mini dress,Women's Fashion,Fashion,backless,party,sexy,summer dresses,Women S Clothing,Casual,sleeveless",apricot,1,40,50,7363,4.106342523,2. Baixo(100),646,Tons Neutros,2. Baixo a Médio Impacto,None,0,FALSE,FALSE,FALSE,0,Standard Delivery,2. Barato,2. Normal,04. PP (XXS),Vestido,"Poliéster/Elastano, Algodão/Poliéster, Poliéster, Algodão/Viscose, Algodão",FALSE,CN,retail_maior,29,FALSE
1045,5d3591931958cd77befe429b,New Summer Women's Fashion New Sleeveless Polka Dot V-neck Strap Mini Backless Casual Top Dresses,12,11,100,0,4.09,11,7,1,1,1,1,"Mini,Fashion,Summer,V Neckdress,Dress,backless dress,V-neck,Mini dress,beach dress,polka dot dress,Casual,loosedresse,Tops,summer dress,Polkas,spaghettistrapdre,Cotton Dress,Sleeveless dress,backless,sleeveless,Women's Fashion,polka dot",black,50,84,50,1770,3.933898305,2. Baixo(100),818,Preto,4. Alto Impacto,None,0,FALSE,FALSE,FALSE,0,Standard Delivery,2. Barato,2. Normal,07. M,"Vestido, Top","Poliéster/Elastano, Algodão/Poliéster, Algodão/Viscose, Algodão, Poliéster",FALSE,CN,price_maior,-8,FALSE
1046,5e9e9f8aca869939b544a886,16 Color Fashion Women Casual Sleeveless Camisoles Loose T-shirts with Ziper Deep V-neck Blouses Ladies Chiffon Shirts Tank Tops ,7,6,100,0,3.65,20,8,5,2,2,3,"Deep V-Neck,Fashion,chiffon,V-neck,Women's Fashion,camisolestanktop,Casual Tops,Tank,Casual,ladiessleevelesstop,blouse,tops shirts for women,Shirt,Tops,Womens Blouse,T Shirts,Womens T Shirts,women chiffon shirt,sumnerblouseforwomen,Ladies,sexy shirts for women,Women,sleeveless",red,50,18,50,24,3.625,2. Baixo(100),730,Vermelho,4. Alto Impacto,None,0,FALSE,FALSE,FALSE,0,Standard Delivery,2. Barato,2. Normal,05. P (XS),"Blusa, Camisete, Top, Camisa, Camiseta","Poliéster/Viscose, Algodão/Poliéster, Poliéster, Poliéster/Elastano, Algodão",FALSE,CN,price_maior,-14,FALSE
1047,5ab891d5dc0c2851135824d7,Fashion Sexy Women Bikini Leaf Printed Two Piece Split Bikini Set Swimwear Beach Swimsuit Bathing Suit,8,22,1000,0,3.74,638,266,135,119,41,77,"Summer,Fashion,leaf,bathing suit,Women's Fashion,Swimsuit,Swimwear,Bikini,splits,Women,Suits,sexy,Swimming,Beach,printed",white,50,44,50,9034,4.191166704,3. Médio(1000),748,Branco,1. Baixo Impacto,Scarcity,0,FALSE,FALSE,FALSE,0,Standard Delivery,2. Barato,2. Normal,06. P (S),"Biquíni, Conjunto/Terno, Maiô/Biquíni, Moda Praia","Algodão/Poliéster, Nilon/Elastano, Poliéster, Poliéster/Elastano, Poliéster/Algodão, Algodão",TRUE,CN,retail_maior,175,FALSE
1048,5e6b2dfdc8a3db48b223b701,New Women's Fashion Solid Color Shorts Summer Casual Shorts Pants Gym Shorts Beach Shorts,6,11,1000,0,4.11,76,44,11,11,5,5,"Summer,Shorts,pantsforwomen,pants,Short pants,summer shorts,women shorts,sportshort,yogashort,Women's Fashion,Fashion,sexy,shortpantsforwomen,Beach,Casual",red,50,43,50,54504,3.80168428,3. Médio(1000),822,Vermelho,4. Alto Impacto,None,0,FALSE,FALSE,FALSE,0,Standard Delivery,2. Barato,2. Normal,06. P (S),"Calça, Shorts","Algodão/Poliéster, Poliéster/Elastano, Algodão, Nilon/Elastano",FALSE,CN,retail_maior,83,FALSE
1050,5d11e3e51bb88e735249cbbb,LET It Bee Letter Print T Shirts Summer Women Funny Tee Short Sleeve O Neck Top Graphic Tee,9,8,5000,1,3.8,501,217,96,102,42,44,"cute,Shorts,Shirt,letter print,Summer,graphic tee,funnytee,Tops,short sleeves,Funny,T Shirts,Fashion,teesamptshirt,Women,Sleeve,Print,Casual Tops,o-neck,Women's Fashion,summer tops,Necks",white,50,43,50,11505,4.136723164,4. Alto(10000),760,Branco,1. Baixo Impacto,None,0,FALSE,FALSE,FALSE,1,Standard Delivery,2. Barato,2. Normal,07. M,"Top, Camisa, Camiseta, Shorts","Algodão/Poliéster, Poliéster, Algodão",FALSE,CN,price_maior,-11,TRUE
1052,5e683f1cee70ce1cf4a91d2a,2020 Women Ladies Fashion Plus Size Summer Tie Dye Print Short Sleeve One Shoulder Casual  Dress,16,14,100,1,3.73,89,39,21,10,4,15,"Summer,Plus Size,tiedyeprint,Dress,short sleeves,Mini dress,Ladies,Women's Fashion,Fashion,Tie Dye,Dyes,Casual,Women Fashion,shortsleevesdre,Shorts,one shoulder dress,Sleeve,summer dress,Women,Print,women dress,casual dress,Ladies Fashion,loose dress",yellow,50,41,50,130598,3.946790916,2. Baixo(100),746,Laranja/Amarelo,3. Médio Impacto,None,0,FALSE,FALSE,FALSE,1,Standard Delivery,2. Barato,2. Normal,07. M,"Vestido, Camiseta, Shorts","Algodão/Poliéster, Algodão/Viscose, Viscose/Algodão, Poliéster/Elastano, Poliéster, Algodão",FALSE,CN,price_maior,-12,TRUE
1054,5ea27e10bea0a402811af6a8,New Summer Fashion V-neck Heart T-shirt O Neck Loose-sleeved Top Women's Cute Fun T-shirt Plus Size,11,17,100,1,3.4,10,4,1,2,1,2,"blouse,cute,heartprint,Cotton Shirt,Shirt,Graphic Shirt,womens top,short sleeves,casual shirt,fashionshortsleeve,Women's Fashion,Fashion,V-neck,Fun,T Shirts,Necks",white,50,43,50,33855,3.917353419,2. Baixo(100),680,Branco,1. Baixo Impacto,None,0,FALSE,FALSE,FALSE,1,Standard Delivery,2. Barato,2. Normal,06. P (S),"Blusa, Camisa, Camiseta, Shorts","Poliéster/Viscose, Algodão/Poliéster, Algodão, Poliéster",FALSE,CN,retail_maior,55,TRUE
1055,5e76d7f0370e9deae7cadf87,Fashion Women Shake the Shoes Cool Summer Woman Casual Shoes Comfortable Breathable Non-Slip Shoes Height Increasing Fashion Zapatos Mujer,2,2,100,1,3.53,58,20,14,10,5,9,"Summer,Sneakers,taschendamen,Womens Shoes,breathablesportshoe,chaussurefamme,summer shoes,Casual,Women's Fashion,Fashion,Adidas,Shoes,fashionbreathableshoe,womenbreathableshoe,Women",white,1,45,50,689,4.030478955,2. Baixo(100),706,Branco,1. Baixo Impacto,Scarcity,2,TRUE,FALSE,TRUE,1,Standard Delivery,2. Barato,2. Normal,15. Calçados / Numerações,Não Especificado,"Algodão/Poliéster, Algodão",TRUE,CN,iguais,0,TRUE
1056,5e82c05c9d1cec1dfa9bf0fd,Women Summer Casual Loose Sling Dress V-neck Backless Dress Sleeveless Pockets Solid Color Maxi Dress Plus Size,8,7,1000,1,3.13,111,41,10,13,16,31,"Summer,Plus Size,long dress,Dress,summer dress,Party Dress,V-neck,Maxi Dresses,Casual,Women's Fashion,Sleeveless dress,backless,Sexy Dress,sleeveless,Women,loose dress,casual dress",grey,3,25,50,6623,4.072474709,3. Médio(1000),626,Cinzento,2. Baixo a Médio Impacto,Scarcity,0,FALSE,FALSE,FALSE,1,Standard Delivery,2. Barato,2. Normal,04. PP (XXS),Vestido,"Poliéster/Elastano, Algodão/Poliéster, Algodão/Viscose, Viscose/Poliéster, Viscose/Algodão, Poliéster, Algodão",TRUE,CN,price_maior,-12,TRUE
1057,5c63b8d97037716f81be1e89,Women Fashion Stripe Sleeveless Shirt V Neck Tank Tops Vest T Shirt,7,22,5000,1,3.79,797,349,158,149,58,83,"Women,Vest,Fashion,Tank,Shirt,Stripes,Tops,Women's Fashion,V-neck,T Shirts,tank top,sleeveless,summervest,Casual,Women Fashion,Necks",navyblue & white,17,40,50,4809,4.250155958,4. Alto(10000),758,Multicor/Estampado,1. Baixo Impacto,None,0,FALSE,FALSE,FALSE,1,Standard Delivery,2. Barato,2. Normal,06. P (S),"Camisa, Colete, Camiseta, Regata, Top","Algodão/Poliéster, Algodão",FALSE,CN,retail_maior,214,TRUE
1058,5e65e7ac35af31b8b719aa13,Summer Fashion New  Sleeveless Casual Long Dress For Women Spaghetti Strap Flower Print Dresses Knee-length Sling Casual Dress Plus Size,2,2,5000,1,3.7,355,155,69,53,25,53,"Summer,Plus Size,long dress,Dress,Spaghetti Strap,Women's Fashion,Fashion,Flowers,sleeveless,Print,flowerprint,Women,Spaghetti,Casual,casual dress",white & red,2,23,50,12309,4.045170201,4. Alto(10000),740,Multicor/Estampado,1. Baixo Impacto,None,0,FALSE,FALSE,FALSE,1,Standard Delivery,2. Barato,2. Normal,05. P (XS),Vestido,"Algodão/Poliéster, Algodão/Viscose, Viscose/Poliéster, Poliéster, Poliéster/Elastano, Algodão",FALSE,CN,iguais,0,TRUE
1059,5c2f068b53477172e3886c79, Plus Size Women Halter Striped Wide Leg Pants Casual Jumpsuit Rompers Fashion Shorts ,8,34,1000,1,4.14,429,231,102,47,21,28,"casualjumpsuit,Beach Shorts,wideleg,Fashion,Halter,pants,women Jumpsuit,Women's Fashion,Shorts,Casual,women shorts,Plus Size,Lace Up,jumpsuit,sleeveless,sexy jumpsuit,Wool,plussizeclothe,Striped,Women",navyblue,2,36,50,905,3.939226519,3. Médio(1000),828,Azul,3. Médio Impacto,None,0,FALSE,FALSE,FALSE,1,Standard Delivery,2. Barato,2. Normal,06. P (S),"Macacão, Calça, Shorts","Algodão/Poliéster, Renda, Poliéster/Elastano, Algodão",FALSE,CN,retail_maior,325,TRUE
1060,5d3120c92435742c362a09ec,Plus Size Summer Women Casual Sleeveless Rompers Jumpsuits Solid Color Suspender Ttrousers Loose Overalls,11,10,1000,1,3.73,128,54,24,28,6,16,"Deep V-Neck,Summer,Plus Size,Spaghetti Strap,Overalls,Women's Fashion,sleeveless,Women,Casual,jumpsuit",black,50,38,50,105015,3.789601486,3. Médio(1000),746,Preto,4. Alto Impacto,Scarcity,0,FALSE,FALSE,FALSE,1,Standard Delivery,2. Barato,2. Normal,17. Outros,"Macacão, Jardineira/Macacão","Algodão/Poliéster, Poliéster/Elastano, Denim, Algodão",TRUE,nao_informado,price_maior,-9,TRUE
1061,5d3fbb7edf9945238a3e858e,Women Summer Sleeveless V-neck Tops Pure Color T-shirt Casual Tank Tops Loose Button-up Blouse Lady Sleeveless Shirts Plus Size Top,5,11,100,0,3.72,54,24,11,7,4,8,"Summer,Plus Size,street style,V-neck,women summer tops,Sleeveless Shirt,Fashion,Casual T-Shirt,Casual,T Shirts,Shirt,blouse,Tank,summer tank top,Tops,Women's Fashion,woman shirt summer,Women,women tank top,sleeveless,summer t-shirts,Loose tank tops,Pure Color",green,38,17,50,4836,4.039495451,2. Baixo(100),744,Verde,3. Médio Impacto,None,0,FALSE,FALSE,FALSE,0,Standard Delivery,2. Barato,2. Normal,06. P (S),"Blusa, Camiseta, Camisa, Top, Regata","Poliéster/Viscose, Algodão/Poliéster, Algodão",FALSE,CN,retail_maior,120,FALSE
1062,588c54fb6661e84246a8aa71,Sexy Women Camouflage Print Bandage Push-up Swimsuit Bathing Suit Bikini Set,6,6,10000,0,4.29,2808,1789,459,300,110,150,"bathing suit,Fashion,fashion swimsuit,bikini set,Halter,sexy bikini,Women's Fashion,camouflage,Swimsuit,Bikini,t,Suits,Print,sexy,Women,camouflageprint,Swimming",no_color_specified,50,39,50,33675,4.314149963,4. Alto(10000),858,Não Informado,0. Não Informado,Scarcity,3,TRUE,TRUE,TRUE,0,Express Shipping,3. Médio,1. Express,06. P (S),"Biquíni, Conjunto/Terno, Maiô/Biquíni","Algodão/Poliéster, Nilon/Elastano, Poliéster, Poliéster/Elastano, Poliéster/Algodão, Algodão",TRUE,CN,iguais,0,FALSE
1063,5e689c86003bf60050ae0be1,Summer Women's Fashion Elastic Waist 3/4 Jogging Capri Hose Strass Dance Paisley Drawstring Casual Sport Fitness Pants,12,13,5000,1,3.91,192,104,25,28,12,23,"Women Pants,capripant,elastic waist,Waist,Elastic,pants,Summer,Fitness,jogging,harem pants,Women's Fashion,trousers,34pant,Sport,Fashion,Casual",lightpink,50,42,50,571,4.017513135,4. Alto(10000),782,Rosa,3. Médio Impacto,None,0,FALSE,FALSE,FALSE,1,Standard Delivery,2. Barato,2. Normal,08. G (L),Calça,"Algodão/Poliéster, Elastano, Algodão",FALSE,CN,retail_maior,8,TRUE
1064,5e3a58fbab71890480516a09,Summer New Women's Fashion Let's Rock Graphic Letter Printing Casual Sleeveless Tank Tops Vest S-5XL,6,6,100,1,4.27,15,8,5,1,0,1,"Summer,Vest,Fashion,Tank,Shirt,Tops,topsamptshirt,women tank,Women's Fashion,rockandroll,sleeveless tops,sleeveless,Casual",green,3,43,50,2988,3.896921017,2. Baixo(100),854,Verde,3. Médio Impacto,None,0,FALSE,FALSE,FALSE,1,Standard Delivery,2. Barato,2. Normal,05. P (XS),"Camisa, Top","Algodão/Poliéster, Algodão",FALSE,CN,iguais,0,TRUE
1065,5cc2d24035b846634f67558a,Women Loose Casual Solid color Plus Size V neck summer Sleeve dress Tunic dress,11,10,5000,0,3.64,829,343,157,139,68,122,"Summer,Plus Size,tunic,Necks,Sleeve,Dress,Tunic dress,Loose,V-neck,Women's Fashion,Sleeveless dress,sleeve dress,solid color,strapdre,Casual,Women",black,50,24,50,10474,3.908535421,4. Alto(10000),728,Preto,4. Alto Impacto,Scarcity,0,FALSE,FALSE,FALSE,0,Standard Delivery,2. Barato,2. Normal,06. P (S),"Vestido, Túnica","Algodão/Poliéster, Algodão/Viscose, Algodão",TRUE,CN,price_maior,-9,FALSE
1066,5d282b01d750b778c045c9f1,Summer Hollow Out Beach Coat For Women Deep V-Neck Lace Dresses Bikini Blouse Sun Protection Clothing,8,7,1000,1,4.43,398,274,70,26,8,20,"blouse,Deep V-Neck,Fashion,Lace,Summer,beach coverup,Dress,summer dress,beach wear,V-neck,Swimsuit,Bikini,beachcoat,Women's Fashion,Coat,Clothing,sun protection swimwear,Beach,Swimsuit Cover,Women",white,9,39,50,816,4.181372549,3. Médio(1000),886,Branco,1. Baixo Impacto,None,0,FALSE,FALSE,FALSE,1,Standard Delivery,2. Barato,2. Normal,05. P (XS),"Moda Praia, Biquíni, Blusa, Casaco, Vestido, Maiô/Biquíni","Algodão/Poliéster, Nilon/Elastano, Poliéster/Viscose, Poliéster/Algodão, Poliéster, Poliéster/Elastano, Renda, Algodão/Viscose, Algodão",FALSE,CN,price_maior,-12,TRUE
1067,5eb63e65f98a3634f4d430b3,Summer Print Dress Women's Round Neck Short Sleeve Casual Loose  Vintage Dress,2,2,100,1,2.44,9,1,2,0,3,3,"Summer,Plus Size,Necks,Sleeve,Vintage,Dress,short sleeves,Floral dress,Casual,Round neck,Print,Women's Fashion,Shorts,print dress,Floral,women dress,loose dress",armygreen,50,42,50,26951,4.035360469,2. Baixo(100),488,Verde,3. Médio Impacto,Scarcity,0,FALSE,FALSE,FALSE,1,Standard Delivery,2. Barato,2. Normal,03. PP (XXXS),"Vestido, Camiseta, Shorts","Algodão/Poliéster, Poliéster/Viscose, Viscose/Algodão, Poliéster, Algodão, Algodão/Denim",TRUE,CN,iguais,0,TRUE
1068,5b22ee2dcf612a12962a84f6,Summer Women Sexy Solid Color O-neck Sleeveless Tops Loose Pleated Cotton Blouse Plus Size T Shirt Fashion Casual Tank Tops S-6XL,5.66,5,20000,0,4.14,2927,1646,564,389,145,183,"blouse,Summer,o-neck,Tops & Blouses,Shirt,Tank,Pleated,Tops,tank top,Women's Fashion,Plus Size,sleeveless tops,Women,sexy,loose t-shirt,women top,Fashion,Casual,sleeveless,Cotton",purple,14,29,50,8205,4.195856185,5. Muito Alto(20000),828,Roxo,3. Médio Impacto,None,0,FALSE,FALSE,FALSE,0,Standard Delivery,2. Barato,2. Normal,06. P (S),"Blusa, Camiseta, Camisa, Top, Regata","Poliéster/Viscose, Algodão/Poliéster, Algodão, Poliéster/Elastano",FALSE,CN,price_maior,-12,FALSE
1070,5c88aede7d6c6a218ce2b312,Spring Summer Ladies Casual Loose Solid Tank Jumpsuit Long Suspender Overalls Bib Pants Plus Size XS-5XL,14,12,1000,1,3.61,548,225,102,89,46,86,"Summer,trousers,Tank,pants,Spring,Overalls,Casual,baggypant,Ladies,Women's Fashion,Plus Size,sleevelessjumpsuit,bibpant,loosejumpsuit,women Jumpsuit,jumpsuitsampromper,jumpsuit",navyblue,29,26,50,40457,3.96032825,3. Médio(1000),722,Azul,3. Médio Impacto,Scarcity,0,FALSE,FALSE,FALSE,1,Standard Delivery,2. Barato,2. Normal,06. P (S),"Macacão, Jardineira/Macacão, Calça, Conjunto/Terno","Algodão/Poliéster, Denim, Poliéster/Algodão, Algodão",TRUE,CN,price_maior,-14,TRUE
1071,5df1d0a2c7f18f0857cc1798,Summer Women Short Sleeved Casual Sleeveless Stripe T Shirts Dress Tunic Waist Dresses Beach Vestido Plus Size XS-8XL,9,8,5000,0,3.9,613,311,109,83,43,67,"Summer,Plus Size,women dresses,long dress,Evening Dress,Dress,casual dresses,beach dress,Stripes,sleeveless,summer dresses,Casual,casual dress,Shorts,tunic,Shirt,Waist,summer dress,Women's Fashion,Sleeveless dress,women dress,Women,Beach",red,50,21,50,4335,4.057208766,4. Alto(10000),780,Vermelho,4. Alto Impacto,None,0,FALSE,FALSE,FALSE,0,Standard Delivery,2. Barato,2. Normal,05. P (XS),"Vestido, Camisa, Shorts, Túnica","Algodão/Poliéster, Algodão/Viscose, Viscose/Poliéster, Algodão",FALSE,CN,price_maior,-11,FALSE
1073,5ecf5d30e9f82b433471be88,2020 Women's Fashion Long Dress Summer Party Sling Dress Casual Slim Fit Sleeveless Dresses Ladies Flower Printed Cotton Dress Big Swing Beach Maxi Dress Plus Size XS-8XL,11,10,100,0,4.75,4,3,1,0,0,0,"Summer,Fashion,halter dress,Print Dresses,women dresses,long dress,plus size dress,Dress,slim,Women's Fashion,Plus Size,printed,summer dresses,Party Dresses,Casual,casual dress,slim dress,Flowers,Slim Fit,Cotton Dress,Sleeveless dress,long dresses,Ladies,party,Cotton,Beach,sleeveless",black,4,20,50,10286,3.696577873,2. Baixo(100),950,Preto,4. Alto Impacto,None,0,FALSE,FALSE,FALSE,0,Standard Delivery,2. Barato,2. Normal,05. P (XS),Vestido,"Algodão/Poliéster, Algodão/Viscose, Algodão, Viscose/Poliéster, Poliéster, Poliéster/Elastano, Poliéster/Viscose, Algodão/Elastano",FALSE,CN,price_maior,-9,FALSE
1074,5e04554af2db2e0211989d36,2020 Summer & Winter Carp Fishing 3D Over Printed Clothes Cool Men Fish T-Shirt,7,34,100,1,4.52,106,77,16,7,3,3,"Summer,Fashion,casualclothing,fashionshortsleeve,fish,Men,Fishing,short sleeves,fashion clothing,Men's Fashion,3D T-shirt,printed,Clothes,T Shirts,Winter",multicolor,50,35,50,1269,4.150512214,2. Baixo(100),904,Multicor/Estampado,4. Alto Impacto,None,1,FALSE,TRUE,FALSE,1,Standard Delivery,2. Barato,2. Normal,05. P (XS),"Camisa, Camiseta, Shorts","Algodão/Poliéster, Poliéster, Algodão",FALSE,CN,retail_maior,386,TRUE
1076,5ca084765e18c31890903f2a,2019 Summer Women‘s’ Fashion  Lace Up Tie Pants  Plus Size Casual High Waist Short Pants(S-5XL),3.92,4,20000,1,3.76,4367,1975,793,682,397,520,"Summer,Plus Size,high waist,pants,Waist,Short pants,Yellow,Shorts,Women's Fashion,Fashion,Lace Up,Lace,Casual,Women",black,7,36,50,55499,4.138885385,5. Muito Alto(20000),752,Preto,4. Alto Impacto,Scarcity,0,FALSE,FALSE,FALSE,1,Standard Delivery,2. Barato,2. Normal,07. M,"Calça, Shorts","Algodão/Poliéster, Renda, Algodão",TRUE,CN,retail_maior,2,TRUE
